total population,black or african american,american indian and alaska native,asian,native hawaiian and other pacific islander,other race,hispanic or latinx,non US citizens,male mean usual hours worked,female mean usual hours worked,unemployed,gini index,male median income past 12 months,female median income past 12 months,male median earnings past 12 months,female median earnings past 12 months,receiving social security income,receiving supplemental security income,received public assistance income,received cash public assistance or food stamps/snap,received retirement income,median household income,median household income - white,median household income - black,median household income - american indian / alaska native,median household income - asian,median household income - other race,median household income - 2 or more races,median household income - hispanic or latinx,median family income,median family income - white,median family income - black,median family income - american indian / alaska native,median family income - asian,median family income - other race,median family income - 2 or more races,median family income - hispanic or latinx,housing units,median year housing unit was built,number of owned homes,households with 0 vehicles available,households with 1 vehicles available,households with 2 vehicles available,households with 3 vehicles available,households with 4+ vehicles available,households with people 65+,married women with birth in past 12 months,unmarried women with birth in past 12 months,per capita income,income quintile means - lowest,income quintile means - second,income quintile means - third,income quintile means - fourth,income quintile means - highest,income quintile means - top 5%,transport to work - car/truck/van,transport to work - public transport,time of departure to work - afternoon,child relationship to householder - foster/not family,educational attainment - no school,primary spoken language at home - english,primary spoken language at home - spanish,primary spoken language at home - chinese,ratio of income to poverty level - < 0.5,number of income earners in family - no earners,number of income earners in family - 1 earner,number of income earners in family - 2 earners,number of income earners in family - 3+ earners,rent paid for non-owned housing units - no rent paid,rent as percentage of income - 50+%,home value of owned/mortgaged housing units - 300k - 400k,home value of owned/mortgaged housing units - 400k - 500k,home value of owned/mortgaged housing units - 500k - 750k,home value of owned/mortgaged housing units - 750k - 1m,monthly housing costs - 3k+,monthly housing costs - no housing cost,computers and internet - computer but no internet,computers and internet - no computer,nativity and citizenship - born in CT,nativity and citizenship - born in other state,nativity and citizenship - born outside US,nativity and citizenship - foreign-born naturalized,nativity and citizenship - foreign-born non-citizen,geographic mobility - no moving,geographic mobility - within county,geographic mobility - from other county in CT,geographic mobility - from other state,geographic mobility - from abroad,work location - in county of residence,work location - outside county of residence,work location - outside CT,household type of homes with children - married,household type of homes with children - cohabitating couple,household type of homes with children - single female,household type of homes with children - single male,school enrollment - nursery/pre-school,school enrollment - kindergarten,school enrollment - grades 1-4,school enrollment - grades 5-8,school enrollment - high school,school enrollment - college,school enrollment - grad school,school enrollment - not enrolled,house heating fuel - electric,house heating fuel - oil,house heating fuel - coal,house heating fuel - wood,house heating fuel - solar,house heating fuel - other,house heating fuel - no fuel used,bedrooms in house - none,bedrooms in house - 1,bedrooms in house - 2,bedrooms in house - 3,bedrooms in house - 4,bedrooms in house - 5+,transport to work - other,time of departure to work - morning,time of departure to work - evening/night,travel time to work - < 20 mins,travel time to work - 21-40 mins,travel time to work - > 40 minns,child relationship to householder - family,educational attainment - K-12 no diploma,educational attainment - high school diploma,educational attainment - some college no degree,educational attainment - college degree,educational attainment - graduate degree,ratio of income to poverty level - 0.51 - 1.0,ratio of income to poverty level - 1.01 - 2.0,ratio of income to poverty level - > 2.0,rent paid for non-owned housing units - < 500,rent paid for non-owned housing units - 500 - 999,rent paid for non-owned housing units - 1000 - 1999,rent paid for non-owned housing units - 2000 - 2999,rent paid for non-owned housing units - 3000+,rent as percentage of income - <15%,rent as percentage of income - 15-29%,rent as percentage of income - 30-49%,home value of owned/mortgaged housing units - < 50k,home value of owned/mortgaged housing units - 50k - 100k,home value of owned/mortgaged housing units - 100k - 200k,home value of owned/mortgaged housing units - 200k - 300k,home value of owned/mortgaged housing units - 1m+,monthly housing costs - < 500,monthly housing costs - 500-1000,monthly housing costs - 1k - 2k,monthly housing costs - 2k - 3k,computers and internet - computer with internet,population at age - < 18 years,population at age - 18 - 49 years,population at age - 50 - 64 years,population at age - 65+ years,school type for high school and below - public school,school type for high school and below - private school,house heating fuel - gas,health insurance coverage - with coverage,health insurance coverage - without coverage,town
18445,581,118,570,69,97,762,337,41.5,34.0,5926,0.4803,59033.0,27747.0,59741.0,29164.0,3135,261,201,608,2236,81667.0,79955.0,,,148188.0,,91458.0,47692.0,104799.0,105764.0,,,148375.0,,,,9512,1964.0,3625,257,2683,3280,1356,634,3167,39,38,52337.0,18179.0,49730.0,81762.0,131304.0,297339.0,543785.0,8303,161,553,39,102,16583,322,119,242,884,1661,2218,444,85,449,1151,810,838,313,1035,85,276,560,6481,10743,176,708,337,14564,992,114,443,43,7147,567,1626,1220,121,353,132,276,165,695,513,1041,549,188,14694,1167,4949,22,189,0,71,17,146,927,2596,3753,1695,395,282,7193,1000,4061,3434,1251,3105,593,3334,2278,4579,3162,57,304,4604,180,640,1145,125,58,341,904,427,208,137,771,1468,281,516,2033,3210,1331,7374,3146,5856,4874,4569,2180,510,1795,17606,423,Stonington
39260,6694,2664,3658,44,849,5664,2153,39.0,34.1,10442,0.4358,37163.0,23758.0,40112.0,27961.0,5254,1125,1949,3351,3470,57052.0,58618.0,44402.0,,69828.0,79038.0,30081.0,42336.0,66985.0,77333.0,44873.0,52868.0,70461.0,79904.0,26173.0,40466.0,19224,1955.0,5234,1737,6476,5136,2112,660,4663,281,285,30201.0,13605.0,34495.0,56837.0,87090.0,172962.0,276318.0,18399,556,2509,360,513,28595,3900,1503,337,1306,3141,3824,1401,164,1642,337,164,124,13,217,164,1065,2305,22225,9914,1871,3097,2153,27475,3162,607,1171,39,16826,2200,563,2203,653,1223,104,509,425,1767,1937,1866,1674,515,29220,3702,5527,0,143,10,39,41,549,2897,6104,7105,2057,512,379,13355,3470,9102,7922,2310,7798,2835,10170,6120,5722,2097,534,1885,6916,828,2581,4131,103,0,723,2948,2207,598,650,4702,1715,11,1203,5059,8078,1400,12751,8182,16795,7666,6617,5875,629,6659,36785,1893,Norwich
18724,963,274,1185,0,793,1164,364,40.2,34.7,6639,0.4203,64077.0,25556.0,69673.0,31786.0,2985,133,105,392,2263,95217.0,93080.0,108750.0,,130608.0,62898.0,84167.0,98897.0,121641.0,122653.0,,,131250.0,,,,8657,1971.0,3466,217,2232,3247,1238,411,2841,38,83,46917.0,23034.0,58054.0,94724.0,142999.0,267925.0,432512.0,8022,29,591,103,104,15948,821,313,138,776,1310,2217,456,68,244,1478,760,582,96,578,68,150,451,10610,6184,291,1275,364,13827,1021,1140,291,32,7059,1411,248,1178,123,263,70,167,123,683,808,1201,671,259,14526,1805,4063,11,156,10,104,20,83,703,1975,3539,1869,488,139,7170,429,3688,3372,1130,3074,725,3172,2428,4307,3396,108,254,4259,145,311,1051,171,6,233,681,511,61,7,556,1992,61,227,1657,3257,1558,6744,3177,6694,4509,4344,2840,142,1176,16519,427,East Lyme
2535,35,12,33,27,14,73,24,43.3,34.5,658,0.3559,56613.0,28472.0,57778.0,31359.0,315,64,42,79,192,85052.0,86771.0,,,,,66518.0,,103250.0,104400.0,,,,,,,1099,1979.0,582,23,204,383,184,193,284,0,6,36027.0,19449.0,55888.0,84962.0,117215.0,181083.0,245611.0,1270,0,128,0,0,2397,15,0,9,62,245,313,103,21,27,105,49,19,0,30,21,8,114,1387,1050,18,56,24,1987,81,13,27,11,860,257,202,194,8,61,17,42,17,102,105,132,112,21,1973,109,665,0,141,0,13,5,23,75,281,466,206,48,5,928,219,220,547,508,509,120,590,494,466,152,24,55,635,12,44,63,13,0,0,69,32,11,54,268,324,4,78,206,439,213,865,509,936,715,375,322,76,54,2440,91,Voluntown
4247,33,93,86,6,14,52,78,42.4,33.8,1010,0.3505,62831.0,31694.0,64161.0,34153.0,514,29,76,121,454,91125.0,92313.0,,,,,,,101944.0,101042.0,,,,,,,1804,1978.0,934,20,374,643,429,248,502,16,0,43544.0,30498.0,64646.0,90635.0,126417.0,215509.0,328306.0,2254,9,122,0,0,3990,55,26,14,158,184,795,145,75,28,320,74,8,0,75,75,90,155,3052,1032,22,63,78,3412,200,25,12,0,1895,406,114,380,8,98,0,33,63,130,252,268,190,18,3215,150,1290,0,160,8,14,0,16,93,349,1057,242,47,43,1770,414,637,1155,514,814,91,1157,762,684,352,10,42,1216,0,57,131,0,0,28,84,48,47,33,467,502,0,166,437,696,265,1469,814,1693,1058,682,710,36,92,4205,42,Lisbon
18835,1573,664,1051,27,1156,2069,358,40.0,35.9,6309,0.4097,41480.0,30050.0,46586.0,35431.0,2330,252,111,674,2014,74106.0,74870.0,,55260.0,76375.0,77527.0,58438.0,78165.0,88096.0,91982.0,,56615.0,82587.0,77713.0,89659.0,62027.0,7781,1969.0,3867,314,1868,2917,1258,640,2157,118,54,35161.0,18625.0,50309.0,75281.0,108908.0,208083.0,352409.0,8600,18,793,78,44,15636,1345,501,262,792,1430,2058,702,146,136,819,108,33,6,63,146,399,551,10946,5852,411,1268,358,14438,892,813,142,20,7417,1025,466,1185,126,206,166,209,214,632,741,966,717,149,14899,1003,3871,6,529,0,81,46,20,504,2171,3236,1639,211,88,6461,1452,3581,3996,1129,3036,1445,5343,3360,2747,1306,67,410,4243,16,382,756,52,0,172,503,395,450,205,2129,1870,25,84,1979,3648,1077,6047,3117,7791,4705,3222,2468,294,1461,16242,948,Montville
2499,77,3,12,0,10,59,84,42.4,35.8,727,0.5333,61667.0,33250.0,56122.0,31847.0,468,25,0,28,287,100435.0,100652.0,,,,,,,123750.0,127344.0,,,,,,,1197,1971.0,522,34,229,428,262,103,456,20,0,73695.0,26304.0,61085.0,101773.0,173208.0,502991.0,905584.0,1013,47,63,0,7,2234,21,4,0,127,222,326,47,30,36,155,123,220,136,246,30,20,30,1364,916,19,116,84,1904,46,30,125,3,682,501,91,191,16,14,41,47,33,108,78,131,56,30,1961,94,725,0,55,4,24,0,13,93,216,510,262,103,42,988,51,262,534,306,467,43,262,313,716,521,0,60,662,0,5,134,23,2,14,83,31,3,0,17,66,142,5,153,401,221,1006,467,719,629,684,360,37,154,2454,45,Lyme
7396,119,47,105,29,9,339,291,42.1,35.9,2356,0.4876,68561.0,31708.0,68864.0,34009.0,1367,72,32,119,927,96567.0,97656.0,,,68654.0,,,143015.0,133365.0,138276.0,,,68654.0,,,143015.0,4939,1961.0,1477,31,911,1407,634,214,1366,50,0,61907.0,22267.0,61169.0,98618.0,154019.0,376627.0,685623.0,3097,86,145,0,18,6718,195,16,15,340,650,956,202,38,164,736,471,475,101,516,38,108,196,4052,2745,63,245,291,6030,180,68,69,53,2082,1400,113,548,17,68,50,107,57,304,342,558,138,75,5740,636,1935,0,179,0,27,0,34,361,1037,1913,1287,307,110,2940,208,1465,1247,581,1352,233,1022,842,2031,1506,25,84,2024,60,42,436,49,28,23,252,169,28,10,207,385,131,114,764,1157,608,2893,1352,2064,1988,1992,1273,95,420,7204,185,Old Lyme
31347,3976,204,1190,0,1755,3904,1347,40.2,36.5,7766,0.4196,47847.0,31721.0,52433.0,38644.0,3491,547,191,1380,2605,74944.0,74462.0,109667.0,,98750.0,79526.0,34058.0,77927.0,92352.0,97341.0,110557.0,,109444.0,62264.0,33390.0,78018.0,12402,1966.0,5425,572,3758,4992,1363,904,3260,188,161,36465.0,19060.0,45576.0,75176.0,116342.0,214984.0,331985.0,15154,179,1313,151,301,23092,2003,123,155,826,2332,3788,1041,201,803,499,124,27,61,436,201,493,1189,20317,6238,729,2716,1347,23853,1334,224,416,6,10289,5462,436,2184,321,589,131,393,354,1524,1365,1802,1448,446,22692,2269,5083,0,189,57,130,17,261,938,3521,5726,1687,269,279,12614,1685,5007,6298,4307,6600,1669,7201,4887,5337,2828,215,875,6742,274,1126,1845,144,0,460,1165,862,370,811,3618,2451,38,542,2841,5645,1924,9907,6751,12721,7275,4600,4791,647,3844,29587,1483,Naugatuck
9705,770,100,49,0,105,350,104,43.6,36.0,2720,0.3435,56712.0,34405.0,63135.0,42442.0,1147,255,73,173,974,101134.0,104833.0,75650.0,,,,116250.0,,118636.0,126303.0,75650.0,,,,116250.0,,3742,1981.0,2075,66,702,1429,710,440,1219,62,0,41895.0,31141.0,71127.0,102641.0,150304.0,227250.0,307675.0,4814,14,155,12,44,8472,117,0,0,291,584,1111,514,21,47,854,427,98,8,244,21,166,142,7581,1223,45,752,104,7614,335,78,118,0,3389,1523,111,776,0,54,41,83,183,456,450,619,499,190,7034,217,2386,0,85,0,86,0,54,140,916,1785,691,156,17,4358,332,1564,2194,1087,2008,390,1875,1264,2250,1180,0,180,2320,0,28,267,41,0,89,132,56,97,44,354,1108,0,130,576,1464,912,3039,2020,3314,2457,1914,1520,271,573,9332,246,Prospect
59676,6907,848,1434,115,4405,17417,3385,40.3,36.8,17324,0.4115,44206.0,31305.0,47970.0,36651.0,7762,2016,2874,7144,5489,58843.0,62723.0,53073.0,,,34801.0,43903.0,45305.0,77621.0,80905.0,70872.0,,117375.0,46949.0,48652.0,50847.0,28826,1957.0,9592,2987,10595,8326,2596,1091,6888,453,166,33687.0,16190.0,39875.0,59481.0,89441.0,171907.0,274066.0,26122,605,1615,68,534,41204,12237,188,434,2089,5089,5418,1656,696,1907,720,216,130,50,384,696,2284,3850,37882,10688,5026,2695,3385,43955,4274,1019,620,127,19946,9403,305,3044,464,1579,191,759,775,2585,2307,2918,2509,742,44977,3870,10269,0,160,14,90,130,692,5671,9568,9372,3038,485,1706,24527,2291,13295,11532,3606,11507,5286,16702,7648,9888,3265,643,1967,11208,1027,3666,5231,91,36,878,4591,2518,308,1166,8387,3847,24,1410,8588,12737,1780,19461,11589,25534,12809,9744,8267,1077,11062,56100,2794,Meriden
25898,1490,98,3590,8,408,1498,1535,41.9,35.6,7078,0.403,67637.0,34319.0,73837.0,41031.0,3385,281,151,465,2561,107374.0,110863.0,85804.0,,124761.0,92450.0,,118801.0,128663.0,131204.0,105104.0,,129199.0,92450.0,,112102.0,10286,1979.0,5650,525,2888,4126,1384,860,3335,147,0,47910.0,23840.0,64687.0,108476.0,152688.0,275204.0,405106.0,11772,196,838,20,63,20084,927,261,46,833,1876,3275,1188,66,518,2283,745,576,24,1099,66,402,681,15250,6342,266,2505,1535,19367,1180,272,485,92,10629,1449,949,2525,134,380,108,384,315,1312,1351,1561,1316,418,18467,1325,3243,11,130,0,67,0,225,914,2129,3960,2450,608,180,10595,715,4474,6061,1613,5676,532,4025,2770,6102,4339,204,335,6587,103,269,1087,58,0,164,588,247,161,237,1216,2927,31,168,1615,4336,2499,8700,5699,9922,5775,4502,4386,537,5007,25435,451,South Windsor
12671,945,201,725,0,218,585,400,40.1,36.8,3274,0.4331,47689.0,35385.0,52720.0,40148.0,1912,206,164,488,1223,70067.0,69889.0,52786.0,,109097.0,83007.0,51250.0,61595.0,89700.0,95066.0,,,109653.0,,51250.0,61078.0,5661,1961.0,2727,450,1925,1928,729,275,1788,106,25,39031.0,17287.0,46412.0,70281.0,106970.0,214755.0,381641.0,6260,33,949,21,106,10663,443,8,98,433,875,1586,442,82,233,283,0,54,0,144,82,537,645,8152,3214,142,763,400,9960,424,88,92,0,5942,317,454,949,37,202,42,199,218,519,461,505,588,143,9592,469,2333,0,99,0,36,10,38,613,1709,2352,832,117,210,4950,604,3224,2454,825,2461,627,3424,1860,2276,803,27,353,2858,157,206,569,39,63,103,263,407,55,66,2451,1282,0,398,1358,2677,648,4125,2483,4994,2776,2418,1829,73,2360,12150,472,Windsor Locks
25528,750,113,3414,88,506,1663,2044,42.1,35.4,7292,0.4876,61694.0,36460.0,69077.0,45184.0,3401,234,142,537,2620,93053.0,92165.0,,,137885.0,67750.0,58750.0,89011.0,128791.0,127813.0,,,143490.0,,,89086.0,10975,1978.0,5029,687,3276,4300,1654,546,3393,191,0,54655.0,18919.0,54220.0,94009.0,148273.0,341086.0,620628.0,11563,116,457,11,147,17590,1290,616,72,890,2052,2870,849,234,780,1827,1067,924,425,1246,234,380,842,13317,6367,395,3405,2044,19501,1133,241,375,163,11316,1219,303,2361,22,327,31,259,180,1071,1501,1425,873,686,18805,1473,4199,0,80,10,56,17,304,1068,2804,3692,2427,680,274,10885,611,4460,5724,1769,5200,645,2832,2502,6835,5715,312,346,5931,291,282,1855,124,38,353,973,429,48,56,1083,2048,161,377,1929,4474,2203,9241,5222,9324,5931,5051,4133,303,4628,24668,631,Farmington
26171,1503,419,1384,93,527,2087,1235,41.0,36.5,6816,0.447,54387.0,36090.0,59372.0,41012.0,3806,253,259,1122,2551,86216.0,91137.0,41008.0,,,92206.0,,,110090.0,113595.0,44583.0,,,92426.0,108375.0,62386.0,11481,1960.0,5545,790,3495,4621,1357,654,3862,145,8,45922.0,18542.0,49619.0,86462.0,126482.0,260147.0,451187.0,13031,113,895,36,201,18955,1309,281,70,862,1612,3331,1094,148,532,1962,609,202,44,519,148,528,1199,17544,4020,482,2890,1235,20249,1109,158,432,34,11692,2130,192,2259,90,482,39,439,218,1087,1172,1219,1652,400,19321,1087,2276,0,31,0,65,71,119,1214,2515,5098,2198,337,260,11592,917,6895,5252,1257,4967,998,4981,2944,6037,3740,214,462,6153,449,505,1128,21,11,317,686,560,113,101,1923,3701,0,561,2210,5264,2215,9190,5006,10054,6065,5046,3619,516,7387,25619,460,Wethersfield
11361,80,7,214,30,220,235,163,41.4,35.6,2770,0.4139,62068.0,43835.0,65949.0,48958.0,1123,58,83,204,1015,121250.0,120321.0,,,132917.0,,,,134500.0,135950.0,,,134583.0,,,,4398,1975.0,2662,73,780,1913,865,516,1372,55,29,55211.0,34046.0,80142.0,120114.0,165858.0,349159.0,612296.0,5309,12,282,16,11,9970,137,0,12,438,648,1661,587,9,102,1037,368,475,89,669,9,77,233,6839,3937,85,337,163,8401,408,132,198,32,5129,253,609,1136,58,60,58,163,138,655,536,702,533,104,8185,282,2788,0,207,13,117,0,30,222,452,2019,1327,348,109,4910,238,1846,2193,1391,2546,266,1441,1257,3370,1607,48,97,3177,34,120,193,47,0,79,193,20,45,30,366,1321,13,73,628,1630,1138,3837,2562,3748,3012,2039,2061,133,740,10996,276,Granby
57805,10779,986,7191,186,4290,7778,5815,40.4,36.6,14262,0.4209,48084.0,32955.0,51953.0,39106.0,6305,1012,894,3432,4629,74503.0,75632.0,54692.0,,86939.0,48687.0,85972.0,48855.0,85833.0,92835.0,59286.0,,90307.0,41129.0,99081.0,72938.0,25182,1962.0,9195,2048,9233,8796,2561,1007,5760,739,139,37412.0,16451.0,45485.0,74165.0,105677.0,204141.0,339516.0,27576,543,1908,183,486,41251,3976,166,452,1811,5068,6235,1608,338,2052,1292,325,149,23,586,338,1277,1565,33114,12888,2082,3906,5815,40033,3916,1364,978,764,24670,3969,1118,4211,363,1598,263,1074,842,2789,2380,2386,2643,1136,42188,3373,6414,15,108,49,149,28,414,3614,8358,9533,2773,490,781,24398,2594,12074,13350,3476,12112,2547,10276,7608,13166,6944,506,1923,11841,790,1791,7396,282,36,1541,4219,2267,247,348,6933,3668,27,1058,4931,14318,2414,20803,12351,25966,11066,8422,8265,1206,13509,55148,1973,Manchester
15688,1370,51,697,65,623,1217,417,40.4,36.4,5318,0.42,51434.0,43533.0,56549.0,50515.0,1496,55,159,219,1258,114208.0,110769.0,,,218824.0,,,88438.0,134926.0,130526.0,,,219154.0,,,72727.0,5601,1973.0,3341,121,1131,2431,1113,362,1561,71,16,51234.0,36344.0,74211.0,116709.0,179026.0,354438.0,599453.0,6874,27,311,93,66,13135,888,118,0,451,932,2007,586,128,120,1126,486,587,73,800,128,132,237,7606,6453,440,772,417,11922,495,841,206,74,5459,381,1654,1150,49,259,130,248,217,403,772,1117,500,167,11946,547,3007,0,126,0,39,12,70,200,1003,2543,1490,295,132,6150,572,3071,2734,1228,2904,863,2822,1676,3375,2465,10,112,3854,26,71,356,38,29,71,162,167,19,15,552,1551,101,74,691,2386,1079,4789,2997,6435,3795,2461,2410,347,1427,13174,301,Suffield
5069,44,35,61,18,7,55,80,41.0,36.9,1218,0.3569,48724.0,36349.0,50294.0,46773.0,679,65,177,272,442,91973.0,92178.0,,,,,134125.0,,103125.0,103676.0,,,,,134625.0,,2109,1980.0,1174,39,396,753,489,239,621,30,0,40135.0,28377.0,61514.0,92436.0,128807.0,214905.0,316638.0,2474,0,79,10,11,4686,7,39,8,194,308,814,165,36,12,169,46,63,19,40,36,62,210,3732,1124,96,37,80,3978,43,48,42,0,1290,1077,208,454,29,45,57,106,25,383,265,218,175,51,3754,139,1169,0,376,0,55,7,7,184,278,1173,421,46,21,2043,373,734,1158,603,1103,303,1189,889,913,305,15,77,1381,69,35,78,0,0,6,80,84,53,11,541,784,12,182,449,885,324,1644,1120,1832,1231,886,882,115,170,4934,135,Canterbury
9512,49,74,182,0,23,307,57,41.8,36.1,2388,0.3824,63594.0,46012.0,62692.0,53926.0,1157,63,35,98,911,121200.0,120200.0,,,250001.0,,,156080.0,133422.0,132641.0,,,250001.0,,,156080.0,3724,1982.0,2420,108,584,1663,728,445,1057,85,0,53268.0,37999.0,76625.0,119021.0,168390.0,308819.0,481774.0,4608,85,221,14,16,8708,127,60,15,259,695,1431,316,0,37,1080,306,215,25,456,0,66,245,6758,2374,18,305,57,7532,121,222,65,16,1241,3742,90,959,97,62,18,166,59,453,580,695,336,191,6838,276,2445,8,178,16,48,17,16,121,456,1902,1013,216,92,4203,361,992,2288,1505,2078,204,1330,919,2776,1318,34,71,2581,11,81,99,0,0,13,77,64,55,40,400,1191,25,58,597,1368,1049,3217,2097,3301,2627,1487,1787,166,540,9297,198,Hebron
19546,552,60,1186,102,323,1296,594,40.7,34.1,4942,0.4211,55996.0,34688.0,61578.0,47154.0,2142,138,70,244,1413,118669.0,119919.0,,,,76597.0,186250.0,121319.0,145497.0,146988.0,,,,,186250.0,131923.0,7013,1973.0,4419,226,1104,2872,1745,726,2021,87,27,51867.0,26239.0,76766.0,121908.0,179021.0,343857.0,517833.0,9148,244,702,18,97,15986,684,66,84,553,1102,2517,967,87,185,1908,1419,754,97,1819,87,393,417,12294,5169,141,1348,594,15071,603,137,38,9,8350,1286,451,2202,39,117,28,394,185,826,1368,1530,1043,379,13302,260,3942,0,128,0,29,0,32,473,897,2841,2373,397,39,8326,403,2958,3427,3046,4827,479,2930,1693,4916,2840,26,223,4806,62,72,374,29,0,22,127,203,71,40,362,1213,185,86,532,2263,1886,5863,4845,6971,4685,3045,3754,549,2314,19183,363,Monroe
52120,9664,255,1499,122,2978,9398,3031,40.0,35.2,13905,0.4118,46331.0,31107.0,50301.0,37673.0,7020,968,385,1525,4899,79430.0,82981.0,68032.0,,95221.0,66614.0,50682.0,78569.0,94762.0,97436.0,80114.0,,121667.0,67341.0,96250.0,83652.0,21735,1958.0,10988,1313,6613,7390,3082,1459,6996,368,247,38274.0,19481.0,50097.0,79490.0,118398.0,219183.0,342481.0,24022,1422,1572,184,527,39441,6009,157,365,1514,4311,5711,2123,278,1385,3528,917,338,75,1664,278,1437,2009,32612,10659,1465,4353,3031,40947,1810,520,658,221,20972,4774,1151,3410,270,1100,158,833,468,2259,2039,2746,2512,852,38962,2028,5586,159,84,11,59,28,479,2539,5171,9853,3046,647,378,21640,2610,11079,8577,6166,9727,2777,11500,6637,10950,5039,402,1287,11605,395,699,2262,404,100,436,971,1037,403,511,2750,7124,73,690,3276,8627,5322,16411,9924,20764,11572,9860,7354,991,11902,49538,2173,Stratford
129309,20229,1315,12404,110,13292,35233,25037,42.2,36.5,28213,0.5129,52250.0,35167.0,54101.0,40245.0,12376,1383,553,4203,6618,93059.0,112472.0,49146.0,71094.0,115231.0,47675.0,107281.0,54572.0,110954.0,139379.0,61788.0,,130571.0,42119.0,119375.0,51374.0,53432,1970.0,17792,5285,18202,18030,5230,2394,13521,1463,572,55049.0,18793.0,52083.0,94015.0,156129.0,383330.0,700862.0,53383,9624,2743,392,1118,69865,28487,1693,552,2549,9476,14221,4456,495,6755,3723,4014,8260,2894,11930,495,2197,3638,47026,35576,2211,19459,25037,89376,10607,769,4563,1918,54293,1421,15233,9702,1110,2575,321,2364,1716,6066,5827,6210,5466,2184,94845,14070,11548,0,127,2,288,192,2382,10442,16005,14206,7854,2543,4730,61266,3728,29329,23894,14514,26076,8741,18663,12074,30414,20619,1276,3926,24948,1433,2022,10517,6957,2366,2994,7802,5393,253,83,955,2566,2603,1675,4031,17381,13629,43306,26478,59829,24324,18678,17522,4661,22914,114720,13952,Stamford
18463,198,19,1833,0,125,667,868,44.3,34.3,4825,0.4633,106611.0,36415.0,125688.0,41671.0,1805,108,13,101,1125,193292.0,183214.0,,,250001.0,,228750.0,160785.0,220163.0,216250.0,138500.0,,250001.0,,250001.0,161105.0,6627,1971.0,3792,152,951,3002,1385,600,2012,108,0,86870.0,39116.0,118078.0,191181.0,309049.0,649477.0,1062092.0,6135,1186,285,26,23,14883,357,314,65,475,1442,2469,603,44,249,223,305,1564,1727,3557,44,62,182,6801,8836,453,1505,868,12792,944,54,410,113,6463,203,1959,2298,19,150,151,375,274,1206,1383,1596,774,290,12052,765,4444,0,11,18,13,21,114,389,590,1526,3041,967,218,7072,182,2473,2399,2667,5240,240,979,1079,5332,4171,42,179,4703,15,37,302,114,323,170,278,94,26,18,75,118,1199,33,170,1262,1024,5846,5266,5744,4322,3131,4100,734,818,18008,267,Wilton
61740,1870,71,3469,25,1647,4232,2814,41.6,33.4,17967,0.5056,70334.0,30328.0,73849.0,37926.0,5908,485,255,706,3835,139122.0,142026.0,100313.0,,131359.0,74760.0,112625.0,122750.0,167210.0,173804.0,111250.0,,141667.0,74760.0,114784.0,126397.0,22160,1959.0,11499,472,5321,10286,3325,1237,6293,603,17,69752.0,28840.0,79553.0,138846.0,221746.0,549327.0,1027383.0,21507,3877,1634,49,250,48645,2766,448,183,1482,4563,7704,1763,200,873,2271,2679,5085,3126,7524,200,563,993,27316,25834,910,4866,2814,44746,2966,394,2063,346,22380,2401,4594,6237,156,657,236,1249,761,2726,3460,4330,6611,988,39853,1043,6811,12,42,49,48,29,82,860,4025,8077,6954,2162,1078,23423,1405,10275,7117,9070,14123,1429,5434,4101,16038,11897,212,715,14402,93,166,1675,1164,325,571,1176,790,100,74,230,887,2566,201,1440,6033,5243,19085,14251,24029,13583,9877,10417,2109,12607,58573,2198,Fairfield
19663,1023,107,1380,13,707,1501,1012,41.7,34.5,4378,0.4078,59023.0,31820.0,62177.0,33442.0,1964,97,84,606,1551,101968.0,107030.0,52417.0,,102451.0,44122.0,,65000.0,118953.0,127222.0,52955.0,,117500.0,43792.0,,73750.0,7543,1971.0,3937,344,1858,2925,1483,554,1964,174,212,45171.0,25937.0,60127.0,100314.0,146359.0,269790.0,425951.0,9215,465,545,311,48,15038,980,549,27,547,1390,2248,836,55,340,2105,809,674,49,1228,55,234,333,10088,6234,232,2097,1012,14645,884,139,164,16,8853,479,1112,1714,209,271,103,277,257,1122,945,1163,1054,291,13838,1589,3402,0,101,8,20,0,238,550,1470,3114,1904,267,248,8571,812,4370,2501,3057,4287,673,3136,2730,4844,2151,60,403,4531,85,172,1005,181,24,128,496,483,9,9,582,1328,77,212,934,2826,1909,6597,4600,7325,4736,3002,3282,482,2044,18171,1217,Bethel
88599,14139,649,6011,264,4385,24523,13447,41.4,36.9,21011,0.4996,49221.0,34116.0,50432.0,40755.0,9206,1011,468,2859,4788,85769.0,93773.0,54070.0,,98050.0,44148.0,104375.0,57230.0,98770.0,114223.0,62044.0,,97434.0,52292.0,127500.0,53898.0,36898,1963.0,14344,2317,12144,12959,4945,1822,10015,890,185,50098.0,18145.0,51010.0,86317.0,139306.0,337427.0,626294.0,38971,4300,1541,195,1090,52400,20696,841,544,1800,7018,10097,3027,521,3558,4551,4451,4450,1437,6677,521,1371,2096,36932,24214,2530,11476,13447,66597,4456,396,1530,833,39687,1521,6165,6705,617,1716,298,1375,804,3866,4154,4409,4589,1400,64805,7669,12947,0,71,7,110,179,1217,5577,12195,10772,5621,1516,1965,40994,2701,19939,15378,9919,17590,6660,14156,9521,21267,11134,1008,2961,17429,972,1424,7039,3668,714,1666,5134,3184,264,216,881,2420,1179,1234,3687,12811,9257,30720,17812,37976,19147,13664,12168,2440,13204,73562,14224,Norwalk
