total population,black or african american,american indian and alaska native,asian,native hawaiian and other pacific islander,other race,hispanic or latinx,non US citizens,male mean usual hours worked,female mean usual hours worked,unemployed,gini index,male median income past 12 months,female median income past 12 months,male median earnings past 12 months,female median earnings past 12 months,receiving social security income,receiving supplemental security income,received public assistance income,received cash public assistance or food stamps/snap,received retirement income,median household income,median household income - white,median household income - black,median household income - american indian / alaska native,median household income - asian,median household income - other race,median household income - 2 or more races,median household income - hispanic or latinx,median family income,median family income - white,median family income - black,median family income - american indian / alaska native,median family income - asian,median family income - other race,median family income - 2 or more races,median family income - hispanic or latinx,housing units,median year housing unit was built,number of owned homes,income quintile means - lowest,income quintile means - second,income quintile means - third,income quintile means - fourth,income quintile means - highest,income quintile means - top 5%,transport to work - car/truck/van,transport to work - public transport,time of departure to work - afternoon,child relationship to householder - foster/not family,educational attainment - no school,primary spoken language at home - english,primary spoken language at home - spanish,primary spoken language at home - chinese,ratio of income to poverty level - < 0.5,number of income earners in family - no earners,number of income earners in family - 1 earner,number of income earners in family - 2 earners,number of income earners in family - 3+ earners,rent paid for non-owned housing units - no rent paid,rent as percentage of income - 50+%,home value of owned/mortgaged housing units - 300k - 400k,home value of owned/mortgaged housing units - 400k - 500k,home value of owned/mortgaged housing units - 500k - 750k,home value of owned/mortgaged housing units - 750k - 1m,monthly housing costs - 3k+,monthly housing costs - no housing cost,computers and internet - computer but no internet,computers and internet - no computer,transport to work - other,time of departure to work - morning,time of departure to work - evening/night,travel time to work - < 20 mins,travel time to work - 21-40 mins,travel time to work - > 40 minns,child relationship to householder - family,educational attainment - K-12 no diploma,educational attainment - high school diploma,educational attainment - some college no degree,educational attainment - college degree,educational attainment - graduate degree,ratio of income to poverty level - 0.51 - 1.0,ratio of income to poverty level - 1.01 - 2.0,ratio of income to poverty level - > 2.0,rent paid for non-owned housing units - < 500,rent paid for non-owned housing units - 500 - 999,rent paid for non-owned housing units - 1000 - 1999,rent paid for non-owned housing units - 2000 - 2999,rent paid for non-owned housing units - 3000+,rent as percentage of income - <15%,rent as percentage of income - 15-29%,rent as percentage of income - 30-49%,home value of owned/mortgaged housing units - < 50k,home value of owned/mortgaged housing units - 50k - 100k,home value of owned/mortgaged housing units - 100k - 200k,home value of owned/mortgaged housing units - 200k - 300k,home value of owned/mortgaged housing units - 1m+,monthly housing costs - < 500,monthly housing costs - 500-1000,monthly housing costs - 1k - 2k,monthly housing costs - 2k - 3k,computers and internet - computer with internet,town
21022,12499,166,477,0,522,1730,1284,40.7,36.7,7847,0.4447,41801.0,34290.0,46495.0,41872.0,3773,329,384,1164,2896,76717.0,88533.0,68632.0,,123750.0,,,108194.0,92912.0,106108.0,78304.0,,124688.0,,104750.0,106250.0,9300,1969.0,4198,19706.0,48214.0,77053.0,117481.0,245608.0,435068.0,9042,449,889,15,107,17215,1291,137,137,828,1768,2238,724,36,546,757,477,135,21,502,36,539,1014,287,7484,1405,4073,4530,1175,3024,1421,4699,3015,4302,2841,138,446,4837,405,216,1433,263,133,363,905,539,102,257,2375,2093,24,463,1395,4494,1837,7174,Bloomfield
34564,961,150,3431,135,623,2007,1722,43.0,37.3,8968,0.4441,76420.0,41034.0,83088.0,50899.0,4350,471,208,596,3404,120837.0,120731.0,47202.0,,150365.0,,110909.0,132952.0,146328.0,146788.0,,,187000.0,,143625.0,128065.0,13987,1976.0,7243,26522.0,75193.0,121082.0,180384.0,375008.0,631897.0,15585,303,625,71,95,28032,1173,452,89,990,2353,5114,929,302,495,2801,1656,1647,473,2307,302,463,630,251,14705,809,6306,7183,2650,7939,551,3780,2950,8886,8234,69,335,8893,171,377,1564,234,58,356,934,571,44,132,1118,2714,120,224,1744,5436,3398,12318,Glastonbury
6368,100,11,58,17,0,366,68,44.0,34.5,1443,0.4087,61764.0,39716.0,64053.0,43325.0,725,13,0,163,447,112557.0,112038.0,,,,,,125925.0,129410.0,128542.0,,,,,,125925.0,2372,1981.0,1509,35002.0,76715.0,113762.0,177297.0,339666.0,526815.0,3244,18,221,0,15,5644,126,0,0,140,401,1063,253,46,15,726,262,140,0,298,46,100,112,0,2815,226,755,1791,716,1353,115,1014,721,1759,1029,15,97,1745,53,44,152,0,0,0,120,114,44,0,144,707,13,53,387,829,718,2119,Marlborough
20168,1268,106,4056,31,298,793,2627,41.2,37.3,5717,0.3897,59611.0,40281.0,61413.0,51497.0,2638,376,175,608,2024,85125.0,83609.0,54789.0,,102083.0,,66711.0,51172.0,107654.0,112170.0,,,105151.0,,,,9251,1977.0,3371,25203.0,60319.0,85782.0,120828.0,234640.0,359553.0,9667,93,571,60,70,13618,688,176,66,441,1831,2594,513,80,662,1017,590,316,23,446,80,361,741,339,8893,635,4363,4831,905,3454,783,3327,2116,6181,2865,53,436,4824,101,155,2672,139,0,328,1608,451,86,79,1068,2295,0,173,1695,4849,1378,7519,Rocky Hill
2489,141,52,17,0,53,231,23,42.1,33.7,684,0.3625,48693.0,25417.0,53245.0,28500.0,333,43,10,71,232,70500.0,68900.0,,,,,138125.0,,90735.0,86818.0,,,,,,,1058,1971.0,536,20278.0,50263.0,75328.0,112844.0,173848.0,234221.0,1321,18,72,0,4,2145,140,5,21,84,171,327,82,0,25,128,5,5,0,35,0,56,58,29,1082,214,407,527,434,428,190,724,336,476,195,20,78,545,15,71,37,6,0,26,23,55,10,22,356,329,4,79,282,492,100,874,Chaplin
15105,444,339,340,0,151,826,266,41.6,34.1,4096,0.3864,45511.0,23500.0,49178.0,27083.0,1906,430,624,919,1203,70206.0,69905.0,109653.0,,,,,76003.0,79007.0,78844.0,125536.0,,,,,75386.0,6154,1963.0,2729,18003.0,43919.0,70189.0,96564.0,172320.0,272003.0,6984,41,621,105,163,13225,497,0,138,665,998,1704,539,65,334,249,0,37,0,63,65,353,636,49,5456,997,2177,3357,1540,3087,1424,4459,2361,2007,427,129,477,3162,199,769,721,0,0,268,681,406,42,98,2210,1198,7,456,1798,2658,555,4606,Plainfield
9351,111,171,86,1,22,292,31,41.1,35.2,2184,0.3847,47931.0,32373.0,52619.0,39526.0,1201,158,279,429,723,80125.0,82321.0,,,,,51395.0,52209.0,93396.0,93821.0,,,,,,80511.0,4152,1971.0,1804,18910.0,51200.0,80074.0,113204.0,195251.0,281227.0,4597,10,459,53,24,8506,205,8,57,332,635,1166,505,59,29,480,168,62,18,142,59,186,376,107,3668,587,1973,1667,1074,1861,693,2025,1534,1789,772,61,196,2324,131,186,367,9,30,163,382,149,54,69,1057,864,15,489,960,1500,419,3007,Thompson
7836,0,96,24,0,0,39,29,41.8,35.9,1904,0.4118,51619.0,32262.0,53824.0,35023.0,913,88,9,91,732,86821.0,87824.0,,,,,,,103668.0,104946.0,,,,,,,3677,1978.0,1778,26145.0,59078.0,85870.0,120627.0,253867.0,450491.0,3974,14,150,0,0,7395,56,0,19,293,526,1194,360,86,9,647,142,162,63,109,86,133,183,138,3520,456,1609,1223,1294,1571,234,1441,960,2181,834,42,56,2256,53,124,190,9,0,53,212,102,20,39,714,1000,0,218,877,1410,549,2933,Woodstock
1569,17,10,2,0,14,60,23,34.9,35.0,363,0.3421,46008.0,30329.0,43368.0,33882.0,220,40,23,39,183,86053.0,87368.0,,,,,,79375.0,95781.0,97875.0,,,,,,,678,1981.0,343,28401.0,56428.0,84882.0,111576.0,191242.0,259944.0,842,4,59,2,0,1445,31,0,0,58,100,202,73,10,16,62,9,27,6,67,10,35,23,13,692,108,304,372,183,305,73,396,261,247,121,7,37,389,0,27,32,14,0,21,36,0,8,0,181,227,11,5,205,231,96,556,Scotland
4186,62,31,76,12,6,136,21,39.0,36.1,1275,0.4523,50804.0,37841.0,52527.0,39147.0,553,87,52,132,430,93472.0,94444.0,,,,,,,127530.0,126250.0,,,,,,,1689,1988.0,805,17108.0,53586.0,95697.0,148818.0,292015.0,433842.0,1887,0,167,36,18,3974,30,0,8,108,377,487,113,37,108,260,154,190,7,184,37,50,156,123,1785,58,1095,591,324,769,87,644,520,1022,592,28,67,982,3,154,97,0,0,20,65,61,8,23,215,483,16,52,492,576,306,1441,Pomfret
24655,2821,1488,648,69,2919,10143,1846,35.5,31.7,7672,0.4269,25470.0,18055.0,25897.0,20842.0,2610,1122,1314,2518,1364,47481.0,49383.0,,,52917.0,37077.0,43859.0,35765.0,48527.0,59216.0,47542.0,24859.0,,34146.0,29113.0,33250.0,9447,1957.0,2780,9056.0,26719.0,46817.0,68955.0,128596.0,188554.0,9038,159,1104,67,200,14577,7844,188,248,765,2259,1443,411,60,1019,16,53,11,0,73,60,753,1040,896,7361,1628,5179,3340,1574,4805,2478,4935,3043,2421,1158,662,1201,2767,1045,1782,1577,85,15,397,1622,1312,115,361,2575,895,0,1166,3018,3691,582,6797,Windham
4236,1,19,105,0,72,216,81,40.8,33.2,1130,0.4228,47426.0,32033.0,50756.0,33942.0,504,58,41,146,416,70952.0,71458.0,,,,,,82188.0,92500.0,92917.0,,,,,,,1934,1969.0,818,11806.0,45685.0,70661.0,107544.0,196220.0,270661.0,1958,0,232,29,14,3700,100,42,45,104,366,439,121,22,71,242,74,8,9,66,22,106,141,45,1614,157,505,904,594,850,195,778,571,951,537,28,100,857,8,229,208,0,0,20,255,25,24,38,485,419,8,83,621,672,310,1527,Ashford
8238,371,95,202,0,25,358,170,37.2,36.6,2869,0.4138,35750.0,30294.0,38800.0,36936.0,1128,267,237,458,882,76047.0,76250.0,,,,,,,86027.0,87132.0,,,,,,,3096,1976.0,1644,16112.0,47658.0,76735.0,113648.0,201616.0,344171.0,3181,0,176,112,104,7228,272,36,41,255,635,1188,147,16,208,319,38,33,0,99,16,125,353,44,2651,398,1483,904,838,1585,495,1832,1756,1370,497,30,180,1974,125,249,373,13,0,80,285,187,20,0,749,966,14,244,721,1465,370,2437,Brooklyn
17231,502,481,484,9,115,709,355,39.8,35.8,4458,0.4215,41495.0,29011.0,45851.0,32131.0,2229,361,672,1209,1375,62550.0,62955.0,,,,,,,83286.0,85123.0,,,116154.0,,,,8102,1967.0,3083,14227.0,35393.0,61690.0,94518.0,170529.0,258966.0,8353,73,644,129,177,15039,256,62,117,453,1234,2166,472,106,630,352,232,48,25,61,106,476,853,131,6336,1577,4243,2218,2096,3475,1566,4314,2348,3274,970,309,372,3527,183,871,1184,0,0,213,731,640,87,257,2256,1452,35,667,2091,3474,689,5759,Killingly
9361,211,120,98,0,37,455,84,39.0,34.6,2959,0.4398,36466.0,27822.0,36981.0,33573.0,1569,221,209,519,1079,60201.0,60667.0,35833.0,,,,64205.0,,75714.0,76687.0,,,,,,,4483,1953.0,1533,13895.0,36164.0,60456.0,89661.0,187941.0,278126.0,4322,6,309,36,121,8714,163,0,70,314,864,968,272,55,273,188,64,33,5,29,55,251,518,223,3356,886,2642,981,928,1421,557,2458,1517,1864,729,89,339,1920,240,695,720,6,0,357,581,416,37,184,1059,761,49,485,1356,1976,195,3327,Putnam
4234,36,12,53,0,12,95,70,44.2,32.6,1229,0.3827,53229.0,26875.0,56250.0,26541.0,696,42,44,74,408,88167.0,88667.0,,,,,,,102206.0,102206.0,,,,,,,2027,1961.0,974,21986.0,55716.0,85625.0,117441.0,211584.0,323505.0,1855,38,56,0,13,3874,72,97,0,174,226,495,159,16,117,455,246,170,28,209,16,55,120,89,1772,154,746,702,534,711,138,784,852,980,495,18,48,988,8,118,234,24,17,68,120,96,29,0,70,357,0,61,386,611,489,1597,Chester
6604,266,21,383,0,34,195,82,46.2,34.5,2237,0.4557,65305.0,32446.0,66636.0,28460.0,1414,0,87,233,642,89261.0,92831.0,,,,,93750.0,75833.0,123800.0,137985.0,,,,,,,3494,1963.0,1473,22367.0,52967.0,89983.0,150824.0,307550.0,456137.0,2932,131,63,39,0,6182,72,23,13,307,549,854,128,100,101,514,397,367,124,448,100,120,90,140,2909,231,1650,908,645,953,194,1162,649,1955,1169,0,236,1589,42,247,341,77,19,208,174,243,54,22,84,572,114,219,667,995,645,2864,Essex
12827,144,140,585,21,66,364,318,41.5,37.1,3270,0.3894,56231.0,35499.0,58395.0,39014.0,1603,70,7,342,1144,95513.0,94301.0,202500.0,,106912.0,,,96080.0,114615.0,115062.0,202500.0,,113750.0,,,,5537,1973.0,3194,26468.0,61623.0,96252.0,135190.0,245136.0,389847.0,6106,30,258,69,37,11389,210,60,118,386,903,1644,523,42,54,1156,223,93,110,250,42,355,217,70,5288,660,1355,2526,2325,2473,549,2540,1739,2974,1533,10,199,3129,29,88,424,46,0,57,310,166,50,0,899,1644,27,62,1015,1995,1467,4259,East Hampton
13910,1140,100,616,0,46,1241,320,43.4,37.0,3375,0.4247,57969.0,40338.0,65882.0,50889.0,1828,92,116,397,1181,89243.0,94088.0,52469.0,,,,130417.0,92692.0,117722.0,123185.0,84457.0,,,,65313.0,93702.0,6253,1975.0,3181,23520.0,55178.0,90288.0,136208.0,263553.0,425744.0,7262,33,407,0,176,11834,349,12,7,469,908,1712,407,109,263,693,364,271,54,585,109,339,574,140,6615,413,2881,3222,1332,2781,512,2116,1673,3683,2230,52,369,3068,270,193,665,56,112,190,439,374,85,119,1378,1528,0,270,1205,2605,1123,4984,Cromwell
3203,142,0,7,0,0,96,24,40.1,35.2,799,0.3199,65893.0,33125.0,65833.0,36107.0,375,32,9,35,351,105328.0,105164.0,116000.0,,,,,,122500.0,125729.0,94125.0,,,,,,1357,1972.0,780,38324.0,77227.0,104476.0,142607.0,224965.0,332837.0,1691,22,150,0,3,2929,59,0,0,102,188,455,143,0,18,233,62,36,29,69,0,48,8,35,1462,136,298,1160,290,594,81,580,470,699,441,0,51,837,0,99,42,0,0,35,42,46,27,23,218,419,28,29,330,546,242,1160,Andover
12433,183,26,246,0,154,300,103,40.7,36.0,2630,0.3768,58120.0,38104.0,60795.0,41000.0,1254,84,40,155,1070,96143.0,96125.0,,,,,,88706.0,118373.0,117689.0,,,,,,76250.0,4999,1975.0,2869,32375.0,68619.0,98114.0,142717.0,256943.0,418152.0,6600,33,275,0,10,11384,55,0,16,368,893,1882,384,105,47,874,176,207,55,311,105,115,202,2,5754,606,1891,3229,1515,2702,226,2249,1457,3184,1426,69,145,3297,18,160,257,17,0,56,238,111,49,91,1226,1403,10,195,1139,1843,1055,4331,Coventry
4911,102,7,87,0,104,370,123,37.5,34.6,1356,0.3968,52669.0,45101.0,55052.0,50662.0,696,18,33,125,479,105772.0,106397.0,,,,,,,127292.0,128906.0,,,,,,,1952,1964.0,1111,29809.0,63525.0,103306.0,153486.0,274027.0,419614.0,2457,10,239,10,21,4314,107,0,18,191,330,535,264,0,39,384,95,140,23,189,0,37,44,34,2105,157,761,1380,360,912,198,939,501,1165,664,26,24,1252,9,87,59,0,10,23,67,27,0,10,288,697,19,28,477,628,499,1740,Bolton
14713,298,65,744,0,23,231,245,42.2,35.0,3421,0.4096,64917.0,36516.0,64967.0,46365.0,1403,132,34,86,1429,118194.0,118741.0,,,,,,,142626.0,142106.0,,,145129.0,,,,5473,1982.0,3330,32622.0,84145.0,120455.0,167480.0,344886.0,596974.0,7350,140,328,0,3,13227,144,241,44,443,924,2079,716,22,135,1359,612,249,10,714,22,85,178,49,6759,452,1802,4113,1624,3414,213,2132,1976,3590,2210,33,154,3931,30,15,313,0,0,29,117,60,58,32,793,1734,25,157,1062,1986,1311,4989,Tolland
11005,740,124,248,0,301,694,147,41.3,34.7,4330,0.4255,52313.0,35599.0,54363.0,43212.0,1304,50,20,90,1144,108560.0,109049.0,,,,,,107125.0,125991.0,126462.0,,,,,,107125.0,3725,1975.0,2220,30385.0,73969.0,109819.0,153337.0,333824.0,615700.0,4346,52,246,37,50,9694,432,75,10,361,710,1316,387,68,65,1064,452,220,30,370,68,213,286,109,3967,294,1715,1864,928,1887,744,2443,1272,2620,1369,12,107,2645,43,78,250,13,18,32,188,117,26,0,156,1148,59,62,797,1351,977,3126,Somers
29232,2769,75,2003,49,1330,3084,1312,40.9,36.0,7597,0.4213,42014.0,30142.0,46408.0,36220.0,4307,685,598,1807,2803,64587.0,65509.0,31484.0,79286.0,91446.0,83177.0,,63250.0,85694.0,89891.0,40930.0,,94677.0,,,71150.0,14072,1968.0,4619,14873.0,38599.0,65124.0,97209.0,181187.0,278980.0,13500,650,1201,104,103,23185,1477,181,285,983,2521,3022,589,105,1186,491,181,48,11,195,105,1028,1319,241,11806,1384,4930,7667,1794,5071,1185,6670,3761,6577,2861,107,1057,5666,649,1817,3423,227,0,675,2723,1506,190,413,2698,2704,82,798,3541,6763,1637,10692,Vernon
894,3,16,18,3,0,3,9,45.2,34.8,327,0.3589,64063.0,30000.0,74063.0,31875.0,163,3,5,8,133,87083.0,86458.0,,,,,,,103125.0,101071.0,,,,,,,408,1980.0,212,32895.0,64407.0,91503.0,134119.0,230570.0,334837.0,406,0,19,0,0,838,10,0,0,80,76,114,21,0,1,88,44,22,8,18,0,10,31,1,351,37,58,209,140,137,18,216,136,234,91,9,9,273,0,0,8,3,0,2,8,0,9,2,72,116,2,14,115,115,112,333,Union
5417,14,14,0,0,177,448,47,40.5,36.6,1695,0.3786,59196.0,47500.0,66974.0,49070.0,795,108,0,71,547,109962.0,112163.0,,,,,,112895.0,114667.0,120580.0,,,,,,112895.0,2315,1977.0,1353,30312.0,70804.0,112875.0,153133.0,273207.0,415813.0,2548,0,170,0,13,4675,353,0,0,268,385,961,158,0,0,281,232,81,11,117,0,52,153,16,2256,138,950,875,739,958,94,1013,633,1489,755,0,157,1615,15,13,91,0,0,0,119,0,61,13,290,1039,29,66,513,1195,265,1951,Columbia
16170,570,163,1212,0,301,741,610,41.2,36.4,3774,0.4306,64124.0,40154.0,66748.0,49197.0,1834,133,193,447,1166,91510.0,91693.0,,,121575.0,,,73385.0,122471.0,121285.0,143333.0,,,,,,7418,1981.0,3034,20540.0,57723.0,93674.0,136986.0,272876.0,434056.0,7925,107,512,40,0,14053,294,172,17,390,1132,2050,560,54,528,1041,558,197,77,541,54,278,556,156,6854,822,2487,4053,1648,3420,487,2991,1775,3648,2509,133,183,3799,26,606,1493,436,0,408,1129,496,62,159,624,1635,32,106,1563,3224,1512,6166,Ellington
25799,1525,253,2785,0,282,1390,1777,29.5,24.4,11322,0.5601,7910.0,6346.0,6861.0,4895.0,1532,153,120,431,1028,51911.0,57421.0,,,32708.0,,,,113068.0,115350.0,63580.0,,142143.0,,,,6323,1977.0,1747,8781.0,25858.0,54470.0,113215.0,271531.0,497080.0,5757,289,1281,32,33,20368,848,1372,25,451,790,1185,257,83,1441,657,211,66,8,273,83,495,294,2898,6276,1387,6196,1477,1271,2107,303,1253,1161,2088,2467,119,336,2203,34,621,1373,450,121,143,353,516,159,70,763,1089,35,177,1509,2549,1149,4951,Mansfield
11881,212,223,242,10,48,419,110,41.5,35.0,3209,0.4003,50458.0,29212.0,54164.0,34800.0,1569,158,91,368,1299,74386.0,77625.0,,,,,,,96698.0,97127.0,,,,,,,5113,1960.0,2313,18970.0,46519.0,76877.0,116607.0,199126.0,290887.0,5870,29,556,121,38,10995,267,0,43,259,927,1439,354,35,161,359,103,12,0,85,35,208,444,145,4881,607,2057,2358,1629,2038,580,3087,1875,2098,611,95,197,2644,63,539,616,0,6,150,595,278,49,135,1706,1070,14,211,1530,2208,638,4055,Stafford
5893,151,124,455,0,46,249,258,36.9,36.4,1462,0.4386,45701.0,37014.0,42679.0,37021.0,740,29,40,110,562,76908.0,79418.0,,,43462.0,,39107.0,,115511.0,116197.0,,,,,,,2807,1975.0,1208,13797.0,44743.0,76063.0,117022.0,219635.0,343360.0,3255,14,362,100,23,5035,207,160,0,140,419,657,115,36,220,315,76,15,0,86,36,233,198,196,2782,321,1191,1258,1016,645,140,1033,804,1029,706,30,36,1265,75,234,567,0,0,25,314,289,33,60,537,605,24,140,641,1201,473,2146,Willington
62587,2860,258,5662,41,1664,8613,7651,44.9,36.7,18492,0.5726,86571.0,37558.0,102433.0,43049.0,6380,579,395,904,3689,152577.0,155651.0,,49485.0,239250.0,67976.0,102639.0,70588.0,204729.0,212925.0,94444.0,,250001.0,59688.0,,80688.0,24560,1961.0,9316,24836.0,78434.0,156346.0,295860.0,850849.0,1405312.0,18779,5704,1244,89,337,42496,7317,1132,294,1795,6073,6736,1609,457,1730,388,443,1936,2071,9031,457,683,894,1390,23507,1122,11006,6671,8196,15914,1429,5900,4345,16425,14063,451,945,14523,431,553,2896,2077,1179,1778,2186,1386,82,81,210,299,9168,644,1759,5914,4466,20694,Greenwich
9176,49,43,168,0,165,404,344,42.6,36.8,2732,0.4837,75540.0,42917.0,76318.0,45709.0,969,32,18,67,724,132838.0,133801.0,,,90313.0,,,133589.0,158958.0,161204.0,,,,,,134355.0,3959,1974.0,2036,28909.0,76419.0,134685.0,205504.0,487809.0,830146.0,3558,221,51,8,25,7885,259,42,29,333,711,1323,274,54,132,359,531,1269,334,1415,54,91,59,87,3723,92,969,1440,1457,2068,106,719,812,2756,2013,32,168,2412,106,58,136,134,86,143,105,119,20,17,35,74,239,121,218,864,780,3302,Redding
20276,330,52,1330,26,114,1068,939,46.5,36.1,6646,0.5388,129944.0,43361.0,156250.0,47854.0,2320,176,11,247,1210,190227.0,189383.0,70417.0,,226667.0,,161458.0,136156.0,248162.0,250001.0,71250.0,,250001.0,,161458.0,136698.0,7655,1966.0,3914,36983.0,106808.0,189677.0,368396.0,981343.0,1309980.0,4856,1952,274,0,1,16002,756,347,37,671,2133,2268,365,134,343,150,159,371,707,3977,134,99,250,235,6547,222,2569,1913,2561,5878,220,929,1073,6037,4919,77,231,5092,115,94,325,472,366,180,495,354,46,0,81,106,3990,137,249,1213,1406,6767,New Canaan
13955,183,30,326,16,623,1212,264,42.8,34.4,3986,0.4232,64089.0,32585.0,68929.0,39816.0,1787,99,50,115,1325,112457.0,113155.0,,,101250.0,129643.0,61250.0,127273.0,134960.0,135532.0,,,106250.0,129643.0,62159.0,128036.0,5889,1968.0,3339,33737.0,74687.0,116177.0,163523.0,346684.0,627712.0,6320,205,387,111,64,12122,475,0,35,465,1040,1765,613,22,109,1527,790,535,100,1056,22,150,135,127,5861,404,1430,2451,2771,2750,278,2282,1564,3498,2056,69,194,3585,0,18,127,142,21,23,102,74,106,34,271,1164,114,54,747,1597,1495,4686,New Fairfield
27822,638,158,880,39,605,1472,419,42.0,34.9,7504,0.4174,70475.0,36429.0,75775.0,42153.0,3267,184,72,246,2169,127602.0,126875.0,,,212396.0,95964.0,152045.0,114896.0,151643.0,151146.0,,,222550.0,95868.0,152045.0,114896.0,10506,1977.0,6223,32864.0,79906.0,128536.0,187240.0,363466.0,586799.0,12435,197,564,63,32,23693,906,41,46,992,1726,3783,1209,84,171,2596,2002,1791,389,2732,84,250,637,148,11480,736,3371,5394,4015,6415,698,3849,3058,6980,4574,53,240,7371,79,190,570,171,49,189,464,235,151,29,257,1386,141,156,1128,3065,2720,8998,Newtown
10287,358,112,674,31,85,648,397,44.5,33.0,2394,0.457,111599.0,44507.0,113652.0,51127.0,912,42,24,26,508,222535.0,221771.0,,,241250.0,,181250.0,115742.0,242083.0,246157.0,,,250001.0,,181250.0,,3882,1968.0,2546,48070.0,133100.0,224337.0,358968.0,739114.0,1160813.0,3491,666,151,24,27,8563,498,76,22,260,766,1626,274,11,5,45,88,1026,915,2386,11,18,54,86,3901,191,1088,1632,1523,2949,129,516,560,2752,2778,22,134,2748,0,31,2,35,47,38,12,60,36,0,0,33,1178,18,100,438,494,3375,Weston
7543,65,86,179,0,87,282,126,42.0,33.8,2187,0.4351,71646.0,42083.0,86188.0,49399.0,941,74,36,87,508,157448.0,157520.0,,,100000.0,,,,172786.0,172929.0,,,,,,,2870,1966.0,1743,39842.0,92875.0,151338.0,232762.0,465125.0,797089.0,2999,190,253,11,14,6647,131,29,31,229,704,1030,253,16,25,100,488,1138,637,1306,16,34,93,57,2807,186,820,1498,928,1616,141,819,719,2184,1710,8,67,2110,0,25,79,50,33,51,98,13,15,14,7,30,167,0,108,733,636,2672,Easton
145639,56268,1903,6050,892,25258,59371,25791,38.1,34.2,38289,0.4803,28006.0,21412.0,31154.0,22986.0,13693,5065,2249,13771,6452,46662.0,48585.0,48081.0,,52917.0,38145.0,45769.0,40135.0,53271.0,55361.0,60279.0,,54494.0,37760.0,49976.0,41745.0,58552,1948.0,15142,9284.0,26014.0,46602.0,75332.0,163281.0,277057.0,54176,6973,5649,395,2485,69820,46230,521,2549,3897,11227,11930,5012,835,9970,1800,181,160,96,1300,835,4628,6853,3110,50694,7916,28317,20974,14968,33228,19683,30912,17310,16883,6622,3555,7224,18738,3797,6026,17481,1197,114,2193,8523,7284,1268,2267,9432,5789,195,4430,9712,27167,7194,39157,Bridgeport
21742,260,106,1547,15,148,897,955,49.0,34.4,5770,0.5143,151711.0,44784.0,177708.0,46226.0,1717,95,23,113,993,232523.0,234444.0,120167.0,,250001.0,,,207222.0,250001.0,250001.0,145500.0,,250001.0,,,250001.0,7278,1956.0,4364,41401.0,127790.0,232755.0,428783.0,996910.0,1446558.0,5065,2787,320,17,11,17398,735,376,114,500,2089,2592,531,30,216,44,98,440,996,4248,30,193,270,285,7612,205,3095,1706,3336,7322,311,734,816,6576,4599,28,133,5437,20,80,212,273,307,116,237,314,122,9,24,44,4196,42,319,980,1276,6432,Darien
25042,515,153,1347,0,273,1198,1192,44.5,35.6,6703,0.4801,104832.0,43913.0,119293.0,52587.0,2478,121,86,179,1902,163945.0,163829.0,,,200134.0,,,129000.0,200854.0,202945.0,,,200893.0,,,203750.0,9726,1971.0,5641,36982.0,95875.0,165635.0,259628.0,597307.0,1036375.0,9270,1012,395,0,65,20998,1081,173,40,714,2410,3120,762,94,234,649,1002,2702,1515,3937,94,236,390,310,9660,537,3202,2790,4600,6938,283,1329,1672,7759,5750,27,329,6610,42,200,459,382,103,310,294,348,33,41,176,305,1298,135,650,1794,2391,8375,Ridgefield
41141,1278,129,1986,43,1085,3637,1860,40.4,35.7,11475,0.4477,56616.0,36218.0,62854.0,45534.0,5740,456,300,922,3538,97131.0,96993.0,,23929.0,128594.0,51925.0,67845.0,64583.0,117256.0,117727.0,101346.0,,129023.0,,67845.0,89830.0,17208,1976.0,8695,20651.0,57521.0,96348.0,142696.0,291723.0,537636.0,20043,553,1160,134,275,32663,1963,238,164,1624,2634,5241,1701,168,723,5030,2204,1458,154,1708,168,606,1701,202,18614,1024,7864,7955,4979,7003,1655,7755,5084,9654,5825,192,730,10114,273,355,1590,693,67,340,1162,649,208,222,918,2692,153,500,3312,6484,4013,13878,Shelton
28016,611,153,2195,20,65,1254,1699,46.0,34.7,8247,0.5094,146780.0,40841.0,160944.0,44716.0,2959,210,43,309,1758,206466.0,205991.0,,,230417.0,,191111.0,180577.0,250001.0,250001.0,,,230938.0,,250001.0,182833.0,10931,1964.0,5768,34682.0,115263.0,207626.0,390188.0,858534.0,1258659.0,7466,2897,210,32,74,23067,898,410,125,681,2846,3371,671,49,322,152,225,1227,1553,5692,49,277,283,312,9996,469,3530,2579,4566,7549,317,1565,1585,7621,7473,125,166,7153,0,180,554,338,347,396,391,217,53,19,102,165,4952,58,492,1966,1659,9356,Westport
84619,10349,870,5841,114,16841,25360,16414,40.0,35.1,19834,0.4403,39209.0,27409.0,39607.0,30004.0,8211,878,702,3008,5088,73297.0,78170.0,69579.0,,111488.0,50727.0,76250.0,55664.0,85157.0,97492.0,71210.0,72159.0,114489.0,50159.0,61250.0,53066.0,32990,1970.0,12223,17169.0,44707.0,73644.0,111065.0,224913.0,375208.0,40832,1762,2267,343,1422,44668,20449,555,620,2006,5585,8446,3519,250,3149,5298,2049,981,216,2124,250,1872,2350,1294,38151,3470,19690,11672,12526,16613,8283,16490,9533,15049,7482,1201,2391,15344,927,1607,7900,1745,166,1037,4447,3462,356,396,2838,5135,136,1398,5121,14429,6678,25778,Danbury
